corpus,file,line,office,section,lesson_span,lesson_count,author,work,source,author_line,incipit
Tempora,Tempora/Pent08-0.txt,63,Dominica VIII Post Pentecosten,Lectio4,Lectio4-6,3,Augustinus Hipponensis,Liber 17. cap. 8. sub medio.,Liber 17. cap. 8. sub medio.,Ex libro sancti Augustíni Epíscopi de Civitáte Dei.,"Facta est quidem nonnúlla imágo rei futúræ étiam in Salomóne, in eo quod templum ædificávit, et pacem hábuit secúndum nomen suum (Sálomon quippe pacíficus est Latíne), et in exórdi"
Tempora,Tempora/Pent09-0.txt,55,Dominica IX Post Pentecosten,Lectio4,Lectio4-6,3,Augustinus Hipponensis,Sermones,Sermo 201 de Tempore,Sermo sancti Augustíni Epíscopi,"In lectiónibus quæ nobis diébus istis recitántur, fratres caríssimi, frequénter admónui, ut non sequámur lítteram occidéntem, et vivificántem spíritum relinquámur. Sic enim Apóstol"
Tempora,Tempora/Pent09-0.txt,79,Dominica IX Post Pentecosten,Lectio7,Lectio7-9,3,Gregorius Magnus,Homiliae in Evangelia,Homilia 39 in Evangelia,Homilía sancti Gregórii Papæ,"Quod a flente Dómino illa Jerosolymórum subvérsio descríbitur, quæ a Vespasiáno et Tito Románis princípibus facta est, nullus qui históriam eversiónis ejúsdem legit, ignórat. Román"
Tempora,Tempora/Pent10-0.txt,60,Dominica X Post Pentecosten,Lectio4,Lectio4-6,3,Ioannes Chrysostomus,Sermones,Homilia 25 in Epistola ad Romanos,Sermo sancti Joánnis Chrysóstomi,"Non putémus nos excusatiónem habitúros, si quando delictórum sócios invenérimus: nam istud, supplícium magis augébit. Quandóquidem et serpens magis punítus est quam múlier, quemádm"
Tempora,Tempora/Pent10-0.txt,84,Dominica X Post Pentecosten,Lectio7,Lectio7-9,3,Augustinus Hipponensis,Sermones de verbis Domini,"Sermo 36 de Verbis Domini, circa medium",Homilía sancti Augustíni Epíscopi,"Díceret saltem pharisǽus: Non sum sicut multi hómines. Quid est, céteri hómines, nisi omnes præter ipsum? Ego, inquit, justus sum, céteri peccatóres. Non sum sicut céteri hómines, "
Tempora,Tempora/Pent11-0.txt,55,Dominica XI Post Pentecosten,Lectio4,Lectio4,1,Hieronymus Stridonensis,Lib. 11 in Isaíæ cap. 38,Lib. 11 in Isaíæ cap. 38,Ex Expositióne sancti Hierónymi Presbýteri in Isaíam Prophétam,"Ne elevarétur cor Ezechíæ post incredíbiles triúmphos et de média captivitáte victóriam, infirmitáte córporis sui visitátur, et audit se esse moritúrum; ut convérsus ad Dóminum fle"
Tempora,Tempora/Pent11-0.txt,79,Dominica XI Post Pentecosten,Lectio7,Lectio7,1,Gregorius Magnus,Homiliae in Ezechielem,"Homilia 10, liber 1 in Ezech., ante medium",Homilía sancti Gregórii Papæ,"Quid est quod creátor ómnium Deus, cum surdum et mutum sanáre voluísset, in aures illíus suos dígitos misit, et éxspuens linguam ejus tétigit? Quid per dígitos Redemptóris, nisi do"
Tempora,Tempora/Pent12-0.txt,23,Dominica XII Post Pentecosten,Lectio7,Lectio7-8,2,Beda Venerabilis,Expositio in Lucam / homiliae de tempore,"Liber 3, cap. 43 in Lucæ 10",Homilía sancti Bedæ Venerábilis Presbýteri,"Non óculi scribárum et pharisæórum, qui corpus tantum Dómini vidére; sed illi beáti óculi, qui ejus possunt cognóscere sacraménta, de quibus dícitur: Et revelásti ea párvulis. Beát"
Tempora,Tempora/Pent13-0.txt,23,Dominica XIII Post Pentecosten,Lectio7,Lectio7,1,Augustinus Hipponensis,Lib. 2 quæst. Evang. cap. 40,Lib. 2 quæst. Evang. cap. 40,Homilía sancti Augustíni Epíscopi,"De decem leprósis, quos Dóminus ita mundávit, cum ait: Ite, osténdite vos sacerdótibus; quæri potest, cur eos ad sacerdótes míserit, ut cum irent, mundaréntur. Nullum enim eórum, q"
Tempora,Tempora/Pent14-0.txt,23,Dominica XIV Post Pentecosten,Lectio7,Lectio7-9,3,Augustinus Hipponensis,Sermones,"Lib. 2 de Sermone Dómini in monte, cap. 14",Homilía sancti Augustíni Epíscopi,"Nemo potest duóbus dóminis servíre. Ad hanc ipsam intentiónem referéndum est quod consequénter expónit, dicens: Aut enim unum ódio habébit, et álterum díliget; aut álterum patiétur"
Tempora,Tempora/Pent15-0.txt,23,Dominica XV Post Pentecosten,Lectio7,Lectio7-9,3,Augustinus Hipponensis,Sermones de verbis Domini,"Sermo 44 de verbis Domini, circa initium",Homilía sancti Augustíni Epíscopi,De júvene illo resuscitáto gavísa est mater vídua; de homínibus in spíritu cotídie suscitátis gaudet mater Ecclésia. Ille quidem mórtuus erat córpore; illi autem mente. Illíus mors
Tempora,Tempora/Pent16-0.txt,23,Dominica XVI Post Pentecosten,Lectio7,Lectio7-9,3,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,Liber 7 in Lucæ cap. 14,Homilía sancti Ambrósii Epíscopi,"Curátur hydrópicus, in quo fluxus carnis exúberans ánimæ gravábat offícia, spíritus exstinguébat ardórem. Deínde docétur humílitas, dum in illo convívio nuptiáli appeténtia loci su"
Tempora,Tempora/Pent17-0.txt,23,Dominica XVII Post Pentecosten,Lectio7,Lectio7-9,3,Ioannes Chrysostomus,Homiliae in Matthaeum,Homilia 72 in Matthæum,Homilía sancti Joánnis Chrysóstomi,"Sadducǽis confúsis, pharisǽi rursus aggrediúntur; cumque quiéscere oportéret, decertáre voluérunt: et legis perítiam profiténtem præmíttunt, non díscere, sed tentáre cupiéntes; ac "
Tempora,Tempora/Pent18-0.txt,23,Dominica XVIII Post Pentecosten,Lectio7,Lectio7-9,3,Petrus Chrysologus,Sermones,Sermo 50,Homilía sancti Petri Chrysólogi,"Christum in humánis áctibus divína gessísse mystéria, et in rebus visibílibus invisibília exercuísse negótia, léctio hodiérna monstrávit. Ascéndit, inquit, in navículam, et transfr"
Tempora,Tempora/Pent19-0.txt,23,Dominica XIX Post Pentecosten,Lectio7,Lectio7-9,3,Gregorius Magnus,Homiliae in Evangelia,"Homilia 38 in Evangelia, post initium",Homilía sancti Gregórii Papæ,"Sæpe jam me dixísse mémini, quod plerúmque in sancto Evangélio regnum cælórum præsens Ecclésia nominátur: congregátio quippe justórum, regnum cælórum dícitur. Quia enim per prophét"
Tempora,Tempora/Pent20-0.txt,23,Dominica XX Post Pentecosten,Lectio7,Lectio7-9,3,Gregorius Magnus,Homiliae in Evangelia,Homilia 28 in Evangelia,Homilía sancti Gregórii Papæ,"Léctio sancti Evangélii, quam modo, fratres, audístis, expositióne non índiget: sed ne hanc táciti præteriísse videámur, exhortándo pótius quam exponéndo in ea áliquid loquámur. Ho"
Tempora,Tempora/Pent21-0.txt,23,Dominica XXI Post Pentecosten,Lectio7,Lectio7-9,3,Hieronymus Stridonensis,Commentarii in Matthaeum,Lib. 3 Comm. in cap. 18 Matth.,Homilía sancti Hierónymi Presbýteri,"Familiáre est Syris, et máxime Palæstínis, ad omnem sermónem suum parábolas júngere: ut quod per simplex præcéptum tenéri ab auditóribus non potest, per similitúdinem exempláque te"
Tempora,Tempora/Pent22-0.txt,23,Dominica XXII Post Pentecosten,Lectio7,Lectio7-9,3,Hilarius Pictaviensis,Comment. in Matth. can. 23,Comment. in Matth. can. 23,Homilía sancti Hilárii Epíscopi,"Frequénter pharisǽi commovéntur, et occasiónem insimulándi eum habére ex prætéritis non possunt. Cádere enim vítium in gesta ejus et dicta non póterat; sed de malítiæ afféctu, in o"
Tempora,Tempora/Pent23-0.txt,23,Dominica XXIII Post Pentecosten,Lectio7,Lectio7-9,3,Hieronymus Stridonensis,Commentarii in Matthaeum,Liber 1 Comment. in cap. 9 Matthæi,Homilía sancti Hierónymi Presbýteri,"Octávum signum est, in quo princeps suscitári póstulat fíliam suam, nolens de mystério veræ circumcisiónis exclúdi: sed subíntrat múlier sánguine fluens, et octávo sanátur loco; ut"
Tempora,Tempora/Pent24-0.txt,23,Dominica XXIV et Ultima Post Pentecosten,Lectio7,Lectio7,1,Hieronymus Stridonensis,Commentarii in Matthaeum,Liber 4 Comment. in cap. 24 Matthæi,Homilía sancti Hierónymi Presbýteri,"Quando ad intellegéntiam provocámur, mýsticum monstrátur esse quod dictum est. Légimus autem in Daniéle hoc modo: Et in dimídio hebdómadis auferétur sacrifícium et libámina; et in "
Tempora,Tempora/Quad1-0.txt,78,Dominica I in Quadragesima,Lectio4,Lectio4-6,3,Leo Magnus,Sermones,Sermo 4 de Quadragesima,Sermo sancti Leónis Papæ,"Prædicatúrus vobis, dilectíssimi, sacratíssimum maximúmque jejúnium, quo áptius utar exórdio, quam ut verbis Apóstoli, in quo Christus loquebátur, incípiam, dicámque quod lectum es"
Tempora,Tempora/Quad1-0.txt,113,Dominica I in Quadragesima,Lectio7,Lectio7-9,3,Gregorius Magnus,Homiliae in Evangelia,Homilia 16 in Evangelia,Homilía sancti Gregórii Papæ,"Dubitári a quibúsdam solet, a quo spíritu sit Jesus ductus in desértum, propter hoc quod súbditur: Assúmpsit eum diábolus in sanctam civitátem: et rursum: Assúmpsit eum in montem e"
Tempora,Tempora/Quad1-1.txt,17,Feria Secunda infra Hebdomadam I in Quadragesima,Lectio1,Lectio1-3,3,Augustinus Hipponensis,"Lib. de fide et operibus. cap. 15 tom. 4, circa medium","Lib. de fide et operibus. cap. 15 tom. 4, circa medium",Homilía sancti Augustíni Epíscopi,"Si mandátis non servátis, ad vitam veníri potest per solam fidem, quæ sine opéribus mórtua est: illud deínde quómodo verum erit, quod eis, quos ad sinístram positúrus est, dicet: I"
Tempora,Tempora/Quad1-2.txt,17,Feria Tertia infra Hebdomadam I in Quadragesima,Lectio1,Lectio1-2,2,Beda Venerabilis,Homiliae,Homil. 7 in Quadrag. tom. 7,Homilía sancti Bedæ Venerábilis Presbýteri,"Quod maledicéndo ficum infructuósam per figúram fecit Dóminus, hoc idem mox apértius osténdit, eiciéndo ímprobos e templo. Neque enim áliquid peccávit arbor, quod esuriénte Dómino "
Tempora,Tempora/Quad1-3.txt,15,Feria Quarta Quattuor Temporum Quadragesimæ,Lectio1,Lectio1-3,3,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,Lib. 7 in Lucæ cap. 11,Homilía sancti Ambrósii Epíscopi,"Judæórum plebe damnáta, Ecclésiæ mystérium evidénter exprímitur, quæ in Ninivítis per pœniténtiam, et in regína Austri per stúdium percipiéndæ sapiéntiæ, de totíus orbis fínibus co"
Tempora,Tempora/Quad1-4.txt,17,Feria Quinta infra Hebdomadam I in Quadragesima,Lectio1,Lectio1-3,3,Hieronymus Stridonensis,Commentarii in Matthaeum,Liber 2 Comm. in cap. 15. Matthæi,Homilía sancti Hierónymi Presbýteri,"Scribis et pharisǽis calumniatóribus derelíctis, transgréditur in partes Tyri et Sidónis, ut Týrios Sidoniósque curáret. Múlier autem Chananǽa egréditur de fínibus prístinis, ut cl"
Tempora,Tempora/Quad1-5.txt,15,Feria Sexta Quattuor Temporum Quadragesimæ,Lectio1,Lectio1,1,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,"Tractatus 17 in Joannem, post initium",Homilía sancti Augustíni Epíscopi,"Videámus quid volúerit significáre in illo uno, quem étiam ipse servans unitátis mystérium, de tot languéntibus unum sanáre dignátus est. Invénit in annis ejus númerum quemdam lang"
Tempora,Tempora/Quad1-6.txt,15,Sabbato Quattuor Temporum Quadragesimæ,Lectio1,Lectio1,1,Leo Magnus,Homilia de Transfiguratione Domini,Homilia de Transfiguratione Domini,Homilía sancti Leónis Papæ,"Evangélica lectio, dilectíssimi, quæ per aures córporis interiórem méntium nostrárum pulsávit audítum, ad magni sacraménti nos intellegéntiam vocat: quam, aspiránte grátia Dei, fac"
Tempora,Tempora/Quad2-0.txt,85,Dominica II in Quadragesima,Lectio4,Lectio4-6,3,Augustinus Hipponensis,"Cap. 10, tom. 4; post init.","Cap. 10, tom. 4; post init.",Ex libro sancti Augustíni Epíscopi contra mendacium,"Jacob quod matre fecit auctóre, ut patrem fállere viderétur, si diligénter et fidéliter attendátur, non est mendácium, sed mystérium. Quæ si mendácia dixérimus, omnes étiam parábol"
Tempora,Tempora/Quad2-0.txt,120,Dominica II in Quadragesima,Lectio7,Lectio7-9,3,Leo Magnus,Ex Homil. de Transfiguratione Domini,Ex Homil. de Transfiguratione Domini,De Homilía sancti Leónis Papæ,"Assúmpsit Jesus Petrum, et Jacóbum, et fratrem ejus Joánnem, et conscénso cum eis seórsum monte præcélso, claritátem suæ glóriæ demonstrávit: quia licet intellexíssent in eo majest"
Tempora,Tempora/Quad2-1.txt,17,Feria Secunda infra Hebdomadam II in Quadragesima,Lectio1,Lectio1-3,3,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,Tract. 38 in Joann. post init.,Homilía sancti Augustíni Epíscopi,"Locútus est Dóminus Judǽis, dicens: Ego vado. Christo enim Dómino mors proféctio fuit illo, unde vénerat, et unde non discésserat. Ego, inquit, vado, et quærétis me, non desidério,"
Tempora,Tempora/Quad2-2.txt,17,Feria Tertia infra Hebdomadam II in Quadragesima,Lectio1,Lectio1-3,3,Hieronymus Stridonensis,Commentarii in Matthaeum,Lib. 4 Comment. in cap. 23 Matthæi,Homilía sancti Hierónymi Presbýteri,"Quid mansuétius, quid benígnius Dómino? Tentátur a pharisǽis, confringúntur insídiæ eórum, et secúndum Psalmístam: Sagíttæ parvulórum factæ sunt plagæ eórum: et nihilóminus propter"
Tempora,Tempora/Quad2-3.txt,17,Feria Quarta infra Hebdomadam II in Quadragesima,Lectio1,Lectio1-3,3,Ambrosius Mediolanensis,"Lib. 5 de Fide ad Gratianum, cap. 2, post initium","Lib. 5 de Fide ad Gratianum, cap. 2, post initium",Homilía sancti Ambrósii Epíscopi,"Consideráte, quæ mater filiórum Zebedǽi cum fíliis et pro fíliis petat: mater est útique, cui pro filiórum honóre sollícitæ, immoderátior quidem, sed tamen ignoscénda mensúra votór"
Tempora,Tempora/Quad2-4.txt,17,Feria Quinta infra Hebdomadam II in Quadragesima,Lectio1,Lectio1-2,2,Gregorius Magnus,Homiliae in Evangelia,Homilia 40 in Evangelia,Homilía sancti Gregórii Papæ,"Quem, fratres caríssimi, quem dives iste, qui induebátur púrpura et bysso, et epulabátur cotídie spléndide, nisi Judáicum pópulum signat: qui cultum vitæ extérius hábuit, qui accép"
Tempora,Tempora/Quad2-5.txt,17,Feria Sexta infra Hebdomadam II in Quadragesima,Lectio1,Lectio1,1,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,Lib. 9 in cap. 20 Lucæ,Homilía sancti Ambrósii Epíscopi,"Pleríque várias significatiónes de víneæ appellatióne derívant: sed evidénter Isaías víneam Dómini Sábaoth, domum Israël esse memorávit. Hanc víneam quis álius, nisi Deus, cóndidit"
Tempora,Tempora/Quad2-6.txt,17,Sabbato infra Hebdomadam II in Quadragesima,Lectio1,Lectio1,1,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,"Lib. 8 Comment. in cap. 15 Lucæ, post initium",Homilía sancti Ambrósii Epíscopi,"Vides, quod divínum patrimónium peténtibus datur. Nec putes culpam patris, quod adolescentióri dedit. Nulla Dei regno infírma ætas: nec fides gravátur annis. Ipse certe se judicávi"
Tempora,Tempora/Quad3-0.txt,88,Dominica III in Quadragesima,Lectio4,Lectio4-5,2,Ambrosius Mediolanensis,Cap. 1.,Cap. 1.,Ex libro sancti Ambrósii Epíscopi de sancto Joseph,"Sanctórum vita céteris norma vivéndi est. Ideóque digéstam plénius accépimus sériem Scripturárum; ut dum Abraham, Isaac, et Jacob, ceterósque justos legéndo cognóscimus, velut quem"
Tempora,Tempora/Quad3-0.txt,123,Dominica III in Quadragesima,Lectio7,Lectio7-8,2,Beda Venerabilis,Expositio in Lucam / homiliae de tempore,"Lib. 4, cap. 48, in cap. 11 Lucæ",Homilía sancti Bedæ Venerábilis Presbýteri,"Dæmoníacus iste apud Matthǽum non solum mutus, sed et cæcus fuísse narrátur: curatúsque dícitur a Dómino, ita ut loquerétur, et vidéret. Tria ergo signa simul in uno hómine perpetr"
Tempora,Tempora/Quad3-1.txt,17,Feria Secunda infra Hebdomadam III in Quadragesima,Lectio1,Lectio1-2,2,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,"Lib. 4 in c. 4 Lucæ, post med.",Homilía sancti Ambrósii Epíscopi,"Non medíocris invídia próditur, quæ cívicæ caritátis oblíta, in acérba ódia causas amóris infléctit. Simul hoc exémplo páriter et oráculo declarátur, quod frustra opem misericórdiæ"
Tempora,Tempora/Quad3-2.txt,17,Feria Tertia infra Hebdomadam III in Quadragesima,Lectio1,Lectio1-3,3,Augustinus Hipponensis,Sermones de verbis Domini,"Sermo 16 de Verbis Domini, tomus 10, post initium",Homilía sancti Augustíni Epíscopi,"Quare illum córripis? Quia tu doles, quod peccáverit in te? Absit. Si amóre tui id facis, nihil facis: si amóre illíus facis, óptime facis. Dénique in ipsis verbis atténde, cujus a"
Tempora,Tempora/Quad3-3.txt,17,Feria Quarta infra Hebdomadam III in Quadragesima,Lectio1,Lectio1-3,3,Hieronymus Stridonensis,Commentarii in Matthaeum,Lib. 2 Comment. in cap. 15 Matthæi,Homilía sancti Hierónymi Presbýteri,"Mira pharisæórum scribarúmque stultítia. Dei Fílium árguunt, quare hóminum traditiónes et præcépta non servet: Non enim lavant manus suas, cum panem mandúcant. Manus, id est ópera,"
Tempora,Tempora/Quad3-5.txt,17,Feria Sexta infra Hebdomadam III in Quadragesima,Lectio1,Lectio1-3,3,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,"Tract. 15 in Joánnem, post init.",Homilía sancti Augustíni Epíscopi,"Jam incípiunt mystéria. Non enim frustra fatigátur Jesus: non enim frustra fatigátur virtus Dei: non enim frustra fatigátur, per quem fatigáti recreántur: non enim frustra fatigátu"
